tanggal,kode_kelurahan,wilayah_kota,kecamatan,kelurahan,penerima_vaksinasi,dosis,jumlah_vaksin
7/26/2021,3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,TENAGA KESEHATAN,Dosis 2,189
7/26/2021,3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,TENAGA KESEHATAN,Dosis 2,363
7/26/2021,3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,TENAGA KESEHATAN,Dosis 2,254
7/27/2021,3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,TENAGA KESEHATAN,Dosis 2,190
7/27/2021,3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,TENAGA KESEHATAN,Dosis 2,67
7/27/2021,3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,TENAGA KESEHATAN,Dosis 2,312
7/27/2021,3175051002,JAKARTA TIMUR,PASAR REBO,BARU,TENAGA KESEHATAN,Dosis 2,344
7/27/2021,3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,TENAGA KESEHATAN,Dosis 2,431
7/27/2021,3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,TENAGA KESEHATAN,Dosis 2,241
7/27/2021,3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,TENAGA KESEHATAN,Dosis 2,246
7/27/2021,3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,TENAGA KESEHATAN,Dosis 2,381
7/27/2021,3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,TENAGA KESEHATAN,Dosis 2,407
7/27/2021,3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,TENAGA KESEHATAN,Dosis 2,204
7/27/2021,3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,TENAGA KESEHATAN,Dosis 2,704
7/27/2021,3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,TENAGA KESEHATAN,Dosis 2,483
7/27/2021,3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,TENAGA KESEHATAN,Dosis 2,296
7/27/2021,3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,TENAGA KESEHATAN,Dosis 2,397
7/27/2021,3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,TENAGA KESEHATAN,Dosis 2,308
7/27/2021,3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,TENAGA KESEHATAN,Dosis 2,438
7/27/2021,3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,TENAGA KESEHATAN,Dosis 2,274
7/27/2021,3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,TENAGA KESEHATAN,Dosis 2,264
7/27/2021,3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,TENAGA KESEHATAN,Dosis 2,257
7/27/2021,3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,TENAGA KESEHATAN,Dosis 2,393
7/27/2021,3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,TENAGA KESEHATAN,Dosis 2,499
7/27/2021,3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,TENAGA KESEHATAN,Dosis 2,614
7/27/2021,3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,TENAGA KESEHATAN,Dosis 2,201
7/27/2021,3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,TENAGA KESEHATAN,Dosis 2,516
7/27/2021,3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,TENAGA KESEHATAN,Dosis 2,511
7/27/2021,3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,TENAGA KESEHATAN,Dosis 2,803
7/27/2021,3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,TENAGA KESEHATAN,Dosis 2,399
7/27/2021,3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,TENAGA KESEHATAN,Dosis 2,381
7/27/2021,3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,TENAGA KESEHATAN,Dosis 2,181
7/27/2021,3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,TENAGA KESEHATAN,Dosis 2,496
7/27/2021,3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,TENAGA KESEHATAN,Dosis 2,169
7/27/2021,3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,TENAGA KESEHATAN,Dosis 2,407
7/27/2021,3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,TENAGA KESEHATAN,Dosis 2,219
7/27/2021,3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,TENAGA KESEHATAN,Dosis 2,485
7/27/2021,3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,TENAGA KESEHATAN,Dosis 2,159
7/27/2021,3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,TENAGA KESEHATAN,Dosis 2,529
7/27/2021,3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,TENAGA KESEHATAN,Dosis 2,515
7/27/2021,3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,TENAGA KESEHATAN,Dosis 2,524
7/27/2021,3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,TENAGA KESEHATAN,Dosis 2,535
7/27/2021,3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,TENAGA KESEHATAN,Dosis 2,657
7/27/2021,3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,TENAGA KESEHATAN,Dosis 2,445
7/27/2021,3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,TENAGA KESEHATAN,Dosis 2,355
7/27/2021,3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,TENAGA KESEHATAN,Dosis 2,260
7/27/2021,3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,TENAGA KESEHATAN,Dosis 2,300
7/27/2021,3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,TENAGA KESEHATAN,Dosis 2,170
7/27/2021,3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,TENAGA KESEHATAN,Dosis 2,354
7/27/2021,3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,TENAGA KESEHATAN,Dosis 2,539
7/27/2021,3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,TENAGA KESEHATAN,Dosis 2,286
7/27/2021,3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,TENAGA KESEHATAN,Dosis 2,198
7/27/2021,3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,TENAGA KESEHATAN,Dosis 2,372
7/27/2021,3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,TENAGA KESEHATAN,Dosis 2,648
7/27/2021,3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,TENAGA KESEHATAN,Dosis 2,596
7/27/2021,3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,TENAGA KESEHATAN,Dosis 2,251
7/27/2021,3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,TENAGA KESEHATAN,Dosis 2,215
7/27/2021,3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,TENAGA KESEHATAN,Dosis 2,272
7/27/2021,3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,TENAGA KESEHATAN,Dosis 2,604
7/27/2021,3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,TENAGA KESEHATAN,Dosis 2,336
7/27/2021,3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,TENAGA KESEHATAN,Dosis 2,163
7/27/2021,3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,TENAGA KESEHATAN,Dosis 2,103
7/27/2021,3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,TENAGA KESEHATAN,Dosis 2,376
7/27/2021,3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,TENAGA KESEHATAN,Dosis 2,191
7/27/2021,3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,TENAGA KESEHATAN,Dosis 2,394
7/27/2021,3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,TENAGA KESEHATAN,Dosis 2,189
7/27/2021,3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,TENAGA KESEHATAN,Dosis 2,364
7/27/2021,3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,TENAGA KESEHATAN,Dosis 2,254
7/28/2021,3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,TENAGA KESEHATAN,Dosis 2,191
7/28/2021,3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,TENAGA KESEHATAN,Dosis 2,67
7/28/2021,3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,TENAGA KESEHATAN,Dosis 2,312
7/28/2021,3175051002,JAKARTA TIMUR,PASAR REBO,BARU,TENAGA KESEHATAN,Dosis 2,345
7/28/2021,3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,TENAGA KESEHATAN,Dosis 2,431
7/28/2021,3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,TENAGA KESEHATAN,Dosis 2,242
7/28/2021,3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,TENAGA KESEHATAN,Dosis 2,246
7/28/2021,3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,TENAGA KESEHATAN,Dosis 2,382
7/28/2021,3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,TENAGA KESEHATAN,Dosis 2,408
7/28/2021,3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,TENAGA KESEHATAN,Dosis 2,204
7/28/2021,3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,TENAGA KESEHATAN,Dosis 2,705
7/28/2021,3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,TENAGA KESEHATAN,Dosis 2,485
7/28/2021,3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,TENAGA KESEHATAN,Dosis 2,296
7/28/2021,3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,TENAGA KESEHATAN,Dosis 2,398
7/28/2021,3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,TENAGA KESEHATAN,Dosis 2,309
7/28/2021,3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,TENAGA KESEHATAN,Dosis 2,438
7/28/2021,3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,TENAGA KESEHATAN,Dosis 2,274
7/28/2021,3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,TENAGA KESEHATAN,Dosis 2,264
7/28/2021,3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,TENAGA KESEHATAN,Dosis 2,258
7/28/2021,3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,TENAGA KESEHATAN,Dosis 2,393
7/28/2021,3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,TENAGA KESEHATAN,Dosis 2,500
7/28/2021,3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,TENAGA KESEHATAN,Dosis 2,614
7/28/2021,3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,TENAGA KESEHATAN,Dosis 2,203
7/28/2021,3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,TENAGA KESEHATAN,Dosis 2,516
7/28/2021,3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,TENAGA KESEHATAN,Dosis 2,512
7/28/2021,3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,TENAGA KESEHATAN,Dosis 2,804
7/28/2021,3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,TENAGA KESEHATAN,Dosis 2,399
7/28/2021,3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,TENAGA KESEHATAN,Dosis 2,382
7/28/2021,3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,TENAGA KESEHATAN,Dosis 2,182
7/28/2021,3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,TENAGA KESEHATAN,Dosis 2,498
7/28/2021,3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,TENAGA KESEHATAN,Dosis 2,169
7/28/2021,3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,TENAGA KESEHATAN,Dosis 2,409
7/28/2021,3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,TENAGA KESEHATAN,Dosis 2,219
7/28/2021,3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,TENAGA KESEHATAN,Dosis 2,485
7/28/2021,3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,TENAGA KESEHATAN,Dosis 2,159
7/28/2021,3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,TENAGA KESEHATAN,Dosis 2,529
7/28/2021,3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,TENAGA KESEHATAN,Dosis 2,517
7/28/2021,3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,TENAGA KESEHATAN,Dosis 2,526
7/28/2021,3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,TENAGA KESEHATAN,Dosis 2,535
7/28/2021,3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,TENAGA KESEHATAN,Dosis 2,659
7/28/2021,3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,TENAGA KESEHATAN,Dosis 2,445
7/28/2021,3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,TENAGA KESEHATAN,Dosis 2,355
7/28/2021,3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,TENAGA KESEHATAN,Dosis 2,261
7/28/2021,3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,TENAGA KESEHATAN,Dosis 2,300
7/28/2021,3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,TENAGA KESEHATAN,Dosis 2,170
7/28/2021,3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,TENAGA KESEHATAN,Dosis 2,355
7/28/2021,3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,TENAGA KESEHATAN,Dosis 2,541
7/28/2021,3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,TENAGA KESEHATAN,Dosis 2,286
7/28/2021,3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,TENAGA KESEHATAN,Dosis 2,199
7/28/2021,3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,TENAGA KESEHATAN,Dosis 2,373
7/28/2021,3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,TENAGA KESEHATAN,Dosis 2,649
7/28/2021,3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,TENAGA KESEHATAN,Dosis 2,596
7/28/2021,3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,TENAGA KESEHATAN,Dosis 2,251
7/28/2021,3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,TENAGA KESEHATAN,Dosis 2,216
7/28/2021,3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,TENAGA KESEHATAN,Dosis 2,272
7/28/2021,3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,TENAGA KESEHATAN,Dosis 2,606
7/28/2021,3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,TENAGA KESEHATAN,Dosis 2,336
7/28/2021,3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,TENAGA KESEHATAN,Dosis 2,163
7/28/2021,3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,TENAGA KESEHATAN,Dosis 2,103
7/28/2021,3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,TENAGA KESEHATAN,Dosis 2,376
7/28/2021,3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,TENAGA KESEHATAN,Dosis 2,191
7/28/2021,3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,TENAGA KESEHATAN,Dosis 2,396
7/28/2021,3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,TENAGA KESEHATAN,Dosis 2,189
7/28/2021,3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,TENAGA KESEHATAN,Dosis 2,365
7/28/2021,3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,TENAGA KESEHATAN,Dosis 2,254
7/29/2021,3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,TENAGA KESEHATAN,Dosis 2,191
7/29/2021,3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,TENAGA KESEHATAN,Dosis 2,67
7/29/2021,3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,TENAGA KESEHATAN,Dosis 2,313
7/29/2021,3175051002,JAKARTA TIMUR,PASAR REBO,BARU,TENAGA KESEHATAN,Dosis 2,347
7/29/2021,3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,TENAGA KESEHATAN,Dosis 2,431
7/29/2021,3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,TENAGA KESEHATAN,Dosis 2,242
7/29/2021,3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,TENAGA KESEHATAN,Dosis 2,246
7/29/2021,3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,TENAGA KESEHATAN,Dosis 2,382
7/29/2021,3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,TENAGA KESEHATAN,Dosis 2,410
7/29/2021,3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,TENAGA KESEHATAN,Dosis 2,205
7/29/2021,3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,TENAGA KESEHATAN,Dosis 2,705
7/29/2021,3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,TENAGA KESEHATAN,Dosis 2,486
7/29/2021,3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,TENAGA KESEHATAN,Dosis 2,297
7/29/2021,3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,TENAGA KESEHATAN,Dosis 2,398
7/29/2021,3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,TENAGA KESEHATAN,Dosis 2,309
7/29/2021,3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,TENAGA KESEHATAN,Dosis 2,439
7/29/2021,3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,TENAGA KESEHATAN,Dosis 2,274
7/29/2021,3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,TENAGA KESEHATAN,Dosis 2,265
7/29/2021,3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,TENAGA KESEHATAN,Dosis 2,259
7/29/2021,3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,TENAGA KESEHATAN,Dosis 2,393
7/29/2021,3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,TENAGA KESEHATAN,Dosis 2,501
7/29/2021,3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,TENAGA KESEHATAN,Dosis 2,616
7/29/2021,3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,TENAGA KESEHATAN,Dosis 2,204
7/29/2021,3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,TENAGA KESEHATAN,Dosis 2,517
7/29/2021,3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,TENAGA KESEHATAN,Dosis 2,514
7/29/2021,3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,TENAGA KESEHATAN,Dosis 2,805
7/29/2021,3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,TENAGA KESEHATAN,Dosis 2,399
7/29/2021,3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,TENAGA KESEHATAN,Dosis 2,384
7/29/2021,3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,TENAGA KESEHATAN,Dosis 2,182
7/29/2021,3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,TENAGA KESEHATAN,Dosis 2,498
7/29/2021,3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,TENAGA KESEHATAN,Dosis 2,169
7/29/2021,3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,TENAGA KESEHATAN,Dosis 2,410
7/29/2021,3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,TENAGA KESEHATAN,Dosis 2,219
7/29/2021,3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,TENAGA KESEHATAN,Dosis 2,486
7/29/2021,3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,TENAGA KESEHATAN,Dosis 2,159
7/29/2021,3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,TENAGA KESEHATAN,Dosis 2,529
7/29/2021,3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,TENAGA KESEHATAN,Dosis 2,517
7/29/2021,3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,TENAGA KESEHATAN,Dosis 2,526
7/29/2021,3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,TENAGA KESEHATAN,Dosis 2,537
7/29/2021,3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,TENAGA KESEHATAN,Dosis 2,660
7/29/2021,3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,TENAGA KESEHATAN,Dosis 2,445
7/29/2021,3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,TENAGA KESEHATAN,Dosis 2,355
7/29/2021,3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,TENAGA KESEHATAN,Dosis 2,262
7/29/2021,3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,TENAGA KESEHATAN,Dosis 2,301
7/29/2021,3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,TENAGA KESEHATAN,Dosis 2,170
7/29/2021,3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,TENAGA KESEHATAN,Dosis 2,356
7/29/2021,3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,TENAGA KESEHATAN,Dosis 2,543
7/29/2021,3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,TENAGA KESEHATAN,Dosis 2,287
7/29/2021,3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,TENAGA KESEHATAN,Dosis 2,201
7/29/2021,3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,TENAGA KESEHATAN,Dosis 2,374
7/29/2021,3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,TENAGA KESEHATAN,Dosis 2,650
7/29/2021,3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,TENAGA KESEHATAN,Dosis 2,597
7/29/2021,3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,TENAGA KESEHATAN,Dosis 2,251
7/29/2021,3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,TENAGA KESEHATAN,Dosis 2,216
7/29/2021,3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,TENAGA KESEHATAN,Dosis 2,272
7/29/2021,3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,TENAGA KESEHATAN,Dosis 2,607
7/29/2021,3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,TENAGA KESEHATAN,Dosis 2,336
7/29/2021,3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,TENAGA KESEHATAN,Dosis 2,164
7/29/2021,3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,TENAGA KESEHATAN,Dosis 2,103
7/29/2021,3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,TENAGA KESEHATAN,Dosis 2,377
7/29/2021,3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,TENAGA KESEHATAN,Dosis 2,191
7/29/2021,3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,TENAGA KESEHATAN,Dosis 2,396
7/29/2021,3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,TENAGA KESEHATAN,Dosis 2,189
7/29/2021,3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,TENAGA KESEHATAN,Dosis 2,365
7/29/2021,3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,TENAGA KESEHATAN,Dosis 2,254
7/30/2021,3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,TENAGA KESEHATAN,Dosis 2,192
7/30/2021,3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,TENAGA KESEHATAN,Dosis 2,67
7/30/2021,3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,TENAGA KESEHATAN,Dosis 2,313
7/30/2021,3175051002,JAKARTA TIMUR,PASAR REBO,BARU,TENAGA KESEHATAN,Dosis 2,347
7/30/2021,3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,TENAGA KESEHATAN,Dosis 2,432
7/30/2021,3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,TENAGA KESEHATAN,Dosis 2,242
7/30/2021,3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,TENAGA KESEHATAN,Dosis 2,247
7/30/2021,3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,TENAGA KESEHATAN,Dosis 2,382
7/30/2021,3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,TENAGA KESEHATAN,Dosis 2,411
7/30/2021,3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,TENAGA KESEHATAN,Dosis 2,206
7/30/2021,3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,TENAGA KESEHATAN,Dosis 2,710
7/30/2021,3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,TENAGA KESEHATAN,Dosis 2,486
7/30/2021,3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,TENAGA KESEHATAN,Dosis 2,297
7/30/2021,3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,TENAGA KESEHATAN,Dosis 2,401
7/30/2021,3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,TENAGA KESEHATAN,Dosis 2,311
7/30/2021,3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,TENAGA KESEHATAN,Dosis 2,440
7/30/2021,3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,TENAGA KESEHATAN,Dosis 2,274
7/30/2021,3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,TENAGA KESEHATAN,Dosis 2,266
7/30/2021,3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,TENAGA KESEHATAN,Dosis 2,259
