tanggal,kode_kelurahan,wilayah_kota,kecamatan,kelurahan,penerima_vaksinasi,dosis,jumlah_vaksin
7/24/2021,3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,TENAGA KESEHATAN,Dosis 1,913
7/24/2021,3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,TENAGA KESEHATAN,Dosis 1,446
7/24/2021,3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,TENAGA KESEHATAN,Dosis 1,443
7/24/2021,3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,TENAGA KESEHATAN,Dosis 1,208
7/24/2021,3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,TENAGA KESEHATAN,Dosis 1,559
7/24/2021,3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,TENAGA KESEHATAN,Dosis 1,192
7/24/2021,3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,TENAGA KESEHATAN,Dosis 1,463
7/24/2021,3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,TENAGA KESEHATAN,Dosis 1,254
7/24/2021,3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,TENAGA KESEHATAN,Dosis 1,535
7/24/2021,3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,TENAGA KESEHATAN,Dosis 1,181
7/24/2021,3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,TENAGA KESEHATAN,Dosis 1,586
7/24/2021,3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,TENAGA KESEHATAN,Dosis 1,566
7/24/2021,3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,TENAGA KESEHATAN,Dosis 1,584
7/24/2021,3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,TENAGA KESEHATAN,Dosis 1,595
7/24/2021,3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,TENAGA KESEHATAN,Dosis 1,770
7/24/2021,3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,TENAGA KESEHATAN,Dosis 1,510
7/24/2021,3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,TENAGA KESEHATAN,Dosis 1,406
7/24/2021,3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,TENAGA KESEHATAN,Dosis 1,300
7/24/2021,3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,TENAGA KESEHATAN,Dosis 1,338
7/24/2021,3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,TENAGA KESEHATAN,Dosis 1,190
7/24/2021,3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,TENAGA KESEHATAN,Dosis 1,413
7/24/2021,3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,TENAGA KESEHATAN,Dosis 1,636
7/24/2021,3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,TENAGA KESEHATAN,Dosis 1,334
7/24/2021,3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,TENAGA KESEHATAN,Dosis 1,220
7/24/2021,3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,TENAGA KESEHATAN,Dosis 1,430
7/24/2021,3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,TENAGA KESEHATAN,Dosis 1,738
7/24/2021,3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,TENAGA KESEHATAN,Dosis 1,683
7/24/2021,3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,TENAGA KESEHATAN,Dosis 1,286
7/24/2021,3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,TENAGA KESEHATAN,Dosis 1,247
7/24/2021,3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,TENAGA KESEHATAN,Dosis 1,306
7/24/2021,3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,TENAGA KESEHATAN,Dosis 1,704
7/24/2021,3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,TENAGA KESEHATAN,Dosis 1,376
7/24/2021,3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,TENAGA KESEHATAN,Dosis 1,181
7/24/2021,3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,TENAGA KESEHATAN,Dosis 1,119
7/24/2021,3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,TENAGA KESEHATAN,Dosis 1,429
7/24/2021,3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,TENAGA KESEHATAN,Dosis 1,215
7/24/2021,3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,TENAGA KESEHATAN,Dosis 1,441
7/24/2021,3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,TENAGA KESEHATAN,Dosis 1,209
7/24/2021,3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,TENAGA KESEHATAN,Dosis 1,412
7/24/2021,3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,TENAGA KESEHATAN,Dosis 1,294
7/25/2021,3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,TENAGA KESEHATAN,Dosis 1,213
7/25/2021,3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,TENAGA KESEHATAN,Dosis 1,73
7/25/2021,3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,TENAGA KESEHATAN,Dosis 1,354
7/25/2021,3175051002,JAKARTA TIMUR,PASAR REBO,BARU,TENAGA KESEHATAN,Dosis 1,403
7/25/2021,3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,TENAGA KESEHATAN,Dosis 1,488
7/25/2021,3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,TENAGA KESEHATAN,Dosis 1,269
7/25/2021,3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,TENAGA KESEHATAN,Dosis 1,292
7/25/2021,3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,TENAGA KESEHATAN,Dosis 1,431
7/25/2021,3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,TENAGA KESEHATAN,Dosis 1,473
7/25/2021,3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,TENAGA KESEHATAN,Dosis 1,227
7/25/2021,3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,TENAGA KESEHATAN,Dosis 1,793
7/25/2021,3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,TENAGA KESEHATAN,Dosis 1,559
7/25/2021,3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,TENAGA KESEHATAN,Dosis 1,333
7/25/2021,3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,TENAGA KESEHATAN,Dosis 1,452
7/25/2021,3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,TENAGA KESEHATAN,Dosis 1,355
7/25/2021,3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,TENAGA KESEHATAN,Dosis 1,499
7/25/2021,3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,TENAGA KESEHATAN,Dosis 1,310
7/25/2021,3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,TENAGA KESEHATAN,Dosis 1,299
7/25/2021,3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,TENAGA KESEHATAN,Dosis 1,284
7/25/2021,3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,TENAGA KESEHATAN,Dosis 1,434
7/25/2021,3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,TENAGA KESEHATAN,Dosis 1,554
7/25/2021,3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,TENAGA KESEHATAN,Dosis 1,702
7/25/2021,3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,TENAGA KESEHATAN,Dosis 1,241
7/25/2021,3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,TENAGA KESEHATAN,Dosis 1,593
7/25/2021,3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,TENAGA KESEHATAN,Dosis 1,590
7/25/2021,3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,TENAGA KESEHATAN,Dosis 1,898
7/25/2021,3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,TENAGA KESEHATAN,Dosis 1,445
7/25/2021,3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,TENAGA KESEHATAN,Dosis 1,442
7/25/2021,3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,TENAGA KESEHATAN,Dosis 1,208
7/25/2021,3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,TENAGA KESEHATAN,Dosis 1,557
7/25/2021,3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,TENAGA KESEHATAN,Dosis 1,193
7/25/2021,3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,TENAGA KESEHATAN,Dosis 1,461
7/25/2021,3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,TENAGA KESEHATAN,Dosis 1,253
7/25/2021,3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,TENAGA KESEHATAN,Dosis 1,533
7/25/2021,3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,TENAGA KESEHATAN,Dosis 1,180
7/25/2021,3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,TENAGA KESEHATAN,Dosis 1,582
7/25/2021,3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,TENAGA KESEHATAN,Dosis 1,564
7/25/2021,3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,TENAGA KESEHATAN,Dosis 1,582
7/25/2021,3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,TENAGA KESEHATAN,Dosis 1,592
7/25/2021,3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,TENAGA KESEHATAN,Dosis 1,767
7/25/2021,3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,TENAGA KESEHATAN,Dosis 1,503
7/25/2021,3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,TENAGA KESEHATAN,Dosis 1,403
7/25/2021,3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,TENAGA KESEHATAN,Dosis 1,300
7/25/2021,3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,TENAGA KESEHATAN,Dosis 1,337
7/25/2021,3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,TENAGA KESEHATAN,Dosis 1,187
7/25/2021,3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,TENAGA KESEHATAN,Dosis 1,411
7/25/2021,3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,TENAGA KESEHATAN,Dosis 1,633
7/25/2021,3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,TENAGA KESEHATAN,Dosis 1,332
7/25/2021,3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,TENAGA KESEHATAN,Dosis 1,220
7/25/2021,3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,TENAGA KESEHATAN,Dosis 1,429
7/25/2021,3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,TENAGA KESEHATAN,Dosis 1,735
7/25/2021,3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,TENAGA KESEHATAN,Dosis 1,675
7/25/2021,3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,TENAGA KESEHATAN,Dosis 1,285
7/25/2021,3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,TENAGA KESEHATAN,Dosis 1,245
7/25/2021,3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,TENAGA KESEHATAN,Dosis 1,303
7/25/2021,3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,TENAGA KESEHATAN,Dosis 1,697
7/25/2021,3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,TENAGA KESEHATAN,Dosis 1,374
7/25/2021,3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,TENAGA KESEHATAN,Dosis 1,180
7/25/2021,3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,TENAGA KESEHATAN,Dosis 1,118
7/25/2021,3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,TENAGA KESEHATAN,Dosis 1,425
7/25/2021,3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,TENAGA KESEHATAN,Dosis 1,215
7/25/2021,3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,TENAGA KESEHATAN,Dosis 1,436
7/25/2021,3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,TENAGA KESEHATAN,Dosis 1,206
7/25/2021,3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,TENAGA KESEHATAN,Dosis 1,409
7/25/2021,3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,TENAGA KESEHATAN,Dosis 1,292
7/26/2021,3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,TENAGA KESEHATAN,Dosis 1,213
7/26/2021,3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,TENAGA KESEHATAN,Dosis 1,73
7/26/2021,3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,TENAGA KESEHATAN,Dosis 1,354
7/26/2021,3175051002,JAKARTA TIMUR,PASAR REBO,BARU,TENAGA KESEHATAN,Dosis 1,403
7/26/2021,3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,TENAGA KESEHATAN,Dosis 1,488
7/26/2021,3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,TENAGA KESEHATAN,Dosis 1,269
7/26/2021,3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,TENAGA KESEHATAN,Dosis 1,292
7/26/2021,3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,TENAGA KESEHATAN,Dosis 1,431
7/26/2021,3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,TENAGA KESEHATAN,Dosis 1,473
7/26/2021,3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,TENAGA KESEHATAN,Dosis 1,227
7/26/2021,3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,TENAGA KESEHATAN,Dosis 1,793
7/26/2021,3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,TENAGA KESEHATAN,Dosis 1,559
7/26/2021,3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,TENAGA KESEHATAN,Dosis 1,333
7/26/2021,3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,TENAGA KESEHATAN,Dosis 1,452
7/26/2021,3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,TENAGA KESEHATAN,Dosis 1,355
7/26/2021,3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,TENAGA KESEHATAN,Dosis 1,499
7/26/2021,3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,TENAGA KESEHATAN,Dosis 1,310
7/26/2021,3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,TENAGA KESEHATAN,Dosis 1,299
7/26/2021,3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,TENAGA KESEHATAN,Dosis 1,284
7/26/2021,3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,TENAGA KESEHATAN,Dosis 1,434
7/26/2021,3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,TENAGA KESEHATAN,Dosis 1,554
7/26/2021,3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,TENAGA KESEHATAN,Dosis 1,702
7/26/2021,3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,TENAGA KESEHATAN,Dosis 1,242
7/26/2021,3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,TENAGA KESEHATAN,Dosis 1,593
7/26/2021,3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,TENAGA KESEHATAN,Dosis 1,590
7/26/2021,3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,TENAGA KESEHATAN,Dosis 1,898
7/26/2021,3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,TENAGA KESEHATAN,Dosis 1,445
7/26/2021,3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,TENAGA KESEHATAN,Dosis 1,442
7/26/2021,3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,TENAGA KESEHATAN,Dosis 1,208
7/26/2021,3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,TENAGA KESEHATAN,Dosis 1,557
7/26/2021,3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,TENAGA KESEHATAN,Dosis 1,193
7/26/2021,3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,TENAGA KESEHATAN,Dosis 1,462
7/26/2021,3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,TENAGA KESEHATAN,Dosis 1,253
7/26/2021,3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,TENAGA KESEHATAN,Dosis 1,534
7/26/2021,3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,TENAGA KESEHATAN,Dosis 1,180
7/26/2021,3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,TENAGA KESEHATAN,Dosis 1,583
7/26/2021,3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,TENAGA KESEHATAN,Dosis 1,565
7/26/2021,3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,TENAGA KESEHATAN,Dosis 1,582
7/26/2021,3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,TENAGA KESEHATAN,Dosis 1,592
7/26/2021,3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,TENAGA KESEHATAN,Dosis 1,768
7/26/2021,3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,TENAGA KESEHATAN,Dosis 1,503
7/26/2021,3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,TENAGA KESEHATAN,Dosis 1,404
7/26/2021,3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,TENAGA KESEHATAN,Dosis 1,300
7/26/2021,3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,TENAGA KESEHATAN,Dosis 1,338
7/26/2021,3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,TENAGA KESEHATAN,Dosis 1,187
7/26/2021,3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,TENAGA KESEHATAN,Dosis 1,411
7/26/2021,3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,TENAGA KESEHATAN,Dosis 1,634
7/26/2021,3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,TENAGA KESEHATAN,Dosis 1,332
7/26/2021,3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,TENAGA KESEHATAN,Dosis 1,220
7/26/2021,3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,TENAGA KESEHATAN,Dosis 1,429
7/26/2021,3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,TENAGA KESEHATAN,Dosis 1,735
7/26/2021,3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,TENAGA KESEHATAN,Dosis 1,675
7/26/2021,3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,TENAGA KESEHATAN,Dosis 1,285
7/26/2021,3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,TENAGA KESEHATAN,Dosis 1,245
7/26/2021,3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,TENAGA KESEHATAN,Dosis 1,304
7/26/2021,3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,TENAGA KESEHATAN,Dosis 1,697
7/26/2021,3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,TENAGA KESEHATAN,Dosis 1,374
7/26/2021,3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,TENAGA KESEHATAN,Dosis 1,180
7/26/2021,3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,TENAGA KESEHATAN,Dosis 1,118
7/26/2021,3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,TENAGA KESEHATAN,Dosis 1,425
7/26/2021,3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,TENAGA KESEHATAN,Dosis 1,215
7/26/2021,3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,TENAGA KESEHATAN,Dosis 1,436
7/26/2021,3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,TENAGA KESEHATAN,Dosis 1,206
7/26/2021,3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,TENAGA KESEHATAN,Dosis 1,409
7/26/2021,3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,TENAGA KESEHATAN,Dosis 1,292
7/27/2021,3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,TENAGA KESEHATAN,Dosis 1,215
7/27/2021,3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,TENAGA KESEHATAN,Dosis 1,73
7/27/2021,3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,TENAGA KESEHATAN,Dosis 1,354
7/27/2021,3175051002,JAKARTA TIMUR,PASAR REBO,BARU,TENAGA KESEHATAN,Dosis 1,404
7/27/2021,3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,TENAGA KESEHATAN,Dosis 1,488
7/27/2021,3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,TENAGA KESEHATAN,Dosis 1,269
7/27/2021,3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,TENAGA KESEHATAN,Dosis 1,292
7/27/2021,3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,TENAGA KESEHATAN,Dosis 1,431
7/27/2021,3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,TENAGA KESEHATAN,Dosis 1,474
7/27/2021,3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,TENAGA KESEHATAN,Dosis 1,227
7/27/2021,3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,TENAGA KESEHATAN,Dosis 1,794
7/27/2021,3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,TENAGA KESEHATAN,Dosis 1,558
7/27/2021,3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,TENAGA KESEHATAN,Dosis 1,333
7/27/2021,3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,TENAGA KESEHATAN,Dosis 1,453
7/27/2021,3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,TENAGA KESEHATAN,Dosis 1,355
7/27/2021,3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,TENAGA KESEHATAN,Dosis 1,500
7/27/2021,3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,TENAGA KESEHATAN,Dosis 1,310
7/27/2021,3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,TENAGA KESEHATAN,Dosis 1,299
7/27/2021,3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,TENAGA KESEHATAN,Dosis 1,285
7/27/2021,3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,TENAGA KESEHATAN,Dosis 1,436
7/27/2021,3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,TENAGA KESEHATAN,Dosis 1,554
7/27/2021,3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,TENAGA KESEHATAN,Dosis 1,704
7/27/2021,3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,TENAGA KESEHATAN,Dosis 1,245
7/27/2021,3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,TENAGA KESEHATAN,Dosis 1,593
7/27/2021,3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,TENAGA KESEHATAN,Dosis 1,590
7/27/2021,3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,TENAGA KESEHATAN,Dosis 1,898
7/27/2021,3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,TENAGA KESEHATAN,Dosis 1,446
7/27/2021,3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,TENAGA KESEHATAN,Dosis 1,443
7/27/2021,3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,TENAGA KESEHATAN,Dosis 1,208
7/27/2021,3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,TENAGA KESEHATAN,Dosis 1,559
7/27/2021,3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,TENAGA KESEHATAN,Dosis 1,194
7/27/2021,3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,TENAGA KESEHATAN,Dosis 1,462
7/27/2021,3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,TENAGA KESEHATAN,Dosis 1,253
7/27/2021,3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,TENAGA KESEHATAN,Dosis 1,534
7/27/2021,3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,TENAGA KESEHATAN,Dosis 1,181
7/27/2021,3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,TENAGA KESEHATAN,Dosis 1,583
7/27/2021,3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,TENAGA KESEHATAN,Dosis 1,566
7/27/2021,3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,TENAGA KESEHATAN,Dosis 1,582
7/27/2021,3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,TENAGA KESEHATAN,Dosis 1,593
7/27/2021,3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,TENAGA KESEHATAN,Dosis 1,768
7/27/2021,3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,TENAGA KESEHATAN,Dosis 1,503
7/27/2021,3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,TENAGA KESEHATAN,Dosis 1,408
7/27/2021,3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,TENAGA KESEHATAN,Dosis 1,301
7/27/2021,3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,TENAGA KESEHATAN,Dosis 1,338
7/27/2021,3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,TENAGA KESEHATAN,Dosis 1,188
7/27/2021,3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,TENAGA KESEHATAN,Dosis 1,411
7/27/2021,3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,TENAGA KESEHATAN,Dosis 1,636
7/27/2021,3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,TENAGA KESEHATAN,Dosis 1,332
