tanggal,kode_kelurahan,wilayah_kota,kecamatan,kelurahan,penerima_vaksinasi,vaksin_dosis_1,vaksin_dosis_2,jumlah_vaksin
7/18/2021,3174011004,JAKARTA SELATAN,TEBET,KEBON BARU,TENAGA KESEHATAN,269,243,512
7/18/2021,3174071003,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,TENAGA KESEHATAN,147,128,275
7/18/2021,3174031005,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,TENAGA KESEHATAN,46,41,87
7/18/2021,3174021008,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,TENAGA KESEHATAN,68,64,132
7/18/2021,3174061002,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,TENAGA KESEHATAN,464,397,861
7/18/2021,3174091004,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,TENAGA KESEHATAN,476,417,893
7/18/2021,3174031001,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,TENAGA KESEHATAN,110,100,210
7/18/2021,3174011007,JAKARTA SELATAN,TEBET,MANGGARAI,TENAGA KESEHATAN,221,194,415
7/18/2021,3174011006,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,TENAGA KESEHATAN,217,193,410
7/18/2021,3174071001,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,TENAGA KESEHATAN,51,45,96
7/18/2021,3174021005,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,TENAGA KESEHATAN,185,156,341
7/18/2021,3174011003,JAKARTA SELATAN,TEBET,MENTENG DALAM,TENAGA KESEHATAN,296,254,550
7/18/2021,3174081001,JAKARTA SELATAN,PANCORAN,PANCORAN,TENAGA KESEHATAN,152,136,288
7/18/2021,3174021006,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,TENAGA KESEHATAN,160,148,308
7/18/2021,3174041001,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,TENAGA KESEHATAN,246,215,461
7/18/2021,3174041006,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,TENAGA KESEHATAN,373,332,705
7/18/2021,3174041005,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,TENAGA KESEHATAN,380,321,701
7/18/2021,3174031003,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,TENAGA KESEHATAN,299,261,560
7/18/2021,3174081005,JAKARTA SELATAN,PANCORAN,PENGADEGAN,TENAGA KESEHATAN,226,193,419
7/18/2021,3174101001,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,TENAGA KESEHATAN,280,250,530
7/18/2021,3174071008,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,TENAGA KESEHATAN,72,64,136
7/18/2021,3174101004,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,TENAGA KESEHATAN,252,212,464
7/18/2021,3174101003,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,TENAGA KESEHATAN,394,340,734
7/18/2021,3174061003,JAKARTA SELATAN,CILANDAK,PONDOK LABU,TENAGA KESEHATAN,618,529,1147
7/18/2021,3174051002,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,TENAGA KESEHATAN,651,576,1227
7/18/2021,3174071007,JAKARTA SELATAN,KEBAYORAN BARU,PULO,TENAGA KESEHATAN,77,70,147
7/18/2021,3174041004,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,TENAGA KESEHATAN,451,385,836
7/18/2021,3174071005,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,TENAGA KESEHATAN,69,62,131
7/18/2021,3174081003,JAKARTA SELATAN,PANCORAN,RAWA JATI,TENAGA KESEHATAN,221,184,405
7/18/2021,3174071004,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,TENAGA KESEHATAN,63,58,121
7/18/2021,3174071006,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,TENAGA KESEHATAN,27,21,48
7/18/2021,3174021001,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,TENAGA KESEHATAN,27,23,50
7/18/2021,3174091002,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,TENAGA KESEHATAN,675,591,1266
7/18/2021,3174091005,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,TENAGA KESEHATAN,375,329,704
7/18/2021,3174011002,JAKARTA SELATAN,TEBET,TEBET BARAT,TENAGA KESEHATAN,282,249,531
7/18/2021,3174011001,JAKARTA SELATAN,TEBET,TEBET TIMUR,TENAGA KESEHATAN,240,221,461
7/18/2021,3174031004,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,TENAGA KESEHATAN,218,185,403
7/18/2021,3174101005,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,TENAGA KESEHATAN,290,256,546
7/20/2021,3174031002,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,TENAGA KESEHATAN,148,127,275
7/20/2021,3174101002,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,TENAGA KESEHATAN,524,452,976
7/20/2021,3174011005,JAKARTA SELATAN,TEBET,BUKIT DURI,TENAGA KESEHATAN,244,213,457
7/20/2021,3174091003,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,TENAGA KESEHATAN,413,367,780
7/20/2021,3174081006,JAKARTA SELATAN,PANCORAN,CIKOKO,TENAGA KESEHATAN,122,102,224
7/20/2021,3174061001,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,TENAGA KESEHATAN,569,495,1064
7/20/2021,3174041003,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,TENAGA KESEHATAN,309,270,579
7/20/2021,3174091006,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,TENAGA KESEHATAN,397,335,732
7/20/2021,3174061005,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,TENAGA KESEHATAN,208,182,390
7/20/2021,3174071010,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,TENAGA KESEHATAN,242,204,446
7/20/2021,3174051003,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,TENAGA KESEHATAN,281,255,536
7/20/2021,3174081004,JAKARTA SELATAN,PANCORAN,DUREN TIGA,TENAGA KESEHATAN,241,211,452
7/20/2021,3174061004,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,TENAGA KESEHATAN,175,147,322
7/20/2021,3174071009,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,TENAGA KESEHATAN,319,275,594
7/20/2021,3174051005,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,TENAGA KESEHATAN,325,286,611
7/20/2021,3174051004,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,TENAGA KESEHATAN,276,246,522
7/20/2021,3174021007,JAKARTA SELATAN,SETIA BUDI,GUNTUR,TENAGA KESEHATAN,67,62,129
7/20/2021,3174071002,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,TENAGA KESEHATAN,132,111,243
7/20/2021,3174091001,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,TENAGA KESEHATAN,649,575,1224
7/20/2021,3174041002,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,TENAGA KESEHATAN,359,318,677
7/20/2021,3174081002,JAKARTA SELATAN,PANCORAN,KALIBATA,TENAGA KESEHATAN,307,262,569
7/20/2021,3174021004,JAKARTA SELATAN,SETIA BUDI,KARET,TENAGA KESEHATAN,54,48,102
7/20/2021,3174021003,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,TENAGA KESEHATAN,92,79,171
7/20/2021,3174021002,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,TENAGA KESEHATAN,25,21,46
7/20/2021,3174041007,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,TENAGA KESEHATAN,424,364,788
7/20/2021,3174051006,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,TENAGA KESEHATAN,382,325,707
7/20/2021,3174051001,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,TENAGA KESEHATAN,291,253,544
7/20/2021,3174011004,JAKARTA SELATAN,TEBET,KEBON BARU,TENAGA KESEHATAN,269,243,512
7/20/2021,3174071003,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,TENAGA KESEHATAN,147,128,275
7/20/2021,3174031005,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,TENAGA KESEHATAN,46,41,87
7/20/2021,3174021008,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,TENAGA KESEHATAN,68,64,132
7/20/2021,3174061002,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,TENAGA KESEHATAN,465,397,862
7/20/2021,3174091004,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,TENAGA KESEHATAN,476,417,893
7/20/2021,3174031001,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,TENAGA KESEHATAN,110,100,210
7/20/2021,3174011007,JAKARTA SELATAN,TEBET,MANGGARAI,TENAGA KESEHATAN,221,194,415
7/20/2021,3174011006,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,TENAGA KESEHATAN,217,194,411
7/20/2021,3174071001,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,TENAGA KESEHATAN,51,45,96
7/20/2021,3174021005,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,TENAGA KESEHATAN,185,158,343
7/20/2021,3174011003,JAKARTA SELATAN,TEBET,MENTENG DALAM,TENAGA KESEHATAN,297,254,551
7/20/2021,3174081001,JAKARTA SELATAN,PANCORAN,PANCORAN,TENAGA KESEHATAN,152,136,288
7/20/2021,3174021006,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,TENAGA KESEHATAN,160,148,308
7/20/2021,3174041001,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,TENAGA KESEHATAN,246,215,461
7/20/2021,3174041006,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,TENAGA KESEHATAN,373,332,705
7/20/2021,3174041005,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,TENAGA KESEHATAN,380,321,701
7/20/2021,3174031003,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,TENAGA KESEHATAN,300,262,562
7/20/2021,3174081005,JAKARTA SELATAN,PANCORAN,PENGADEGAN,TENAGA KESEHATAN,226,193,419
7/20/2021,3174101001,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,TENAGA KESEHATAN,281,250,531
7/20/2021,3174071008,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,TENAGA KESEHATAN,72,64,136
7/20/2021,3174101004,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,TENAGA KESEHATAN,253,213,466
7/20/2021,3174101003,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,TENAGA KESEHATAN,394,340,734
7/20/2021,3174061003,JAKARTA SELATAN,CILANDAK,PONDOK LABU,TENAGA KESEHATAN,618,530,1148
7/20/2021,3174051002,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,TENAGA KESEHATAN,651,576,1227
7/20/2021,3174071007,JAKARTA SELATAN,KEBAYORAN BARU,PULO,TENAGA KESEHATAN,77,70,147
7/20/2021,3174041004,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,TENAGA KESEHATAN,455,385,840
7/20/2021,3174071005,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,TENAGA KESEHATAN,69,62,131
7/20/2021,3174081003,JAKARTA SELATAN,PANCORAN,RAWA JATI,TENAGA KESEHATAN,221,184,405
7/20/2021,3174071004,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,TENAGA KESEHATAN,63,58,121
7/20/2021,3174071006,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,TENAGA KESEHATAN,27,21,48
7/20/2021,3174021001,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,TENAGA KESEHATAN,27,23,50
7/20/2021,3174091002,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,TENAGA KESEHATAN,676,591,1267
7/20/2021,3174091005,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,TENAGA KESEHATAN,375,329,704
7/20/2021,3174011002,JAKARTA SELATAN,TEBET,TEBET BARAT,TENAGA KESEHATAN,282,249,531
7/20/2021,3174011001,JAKARTA SELATAN,TEBET,TEBET TIMUR,TENAGA KESEHATAN,240,221,461
7/20/2021,3174031004,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,TENAGA KESEHATAN,219,185,404
7/20/2021,3174101005,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,TENAGA KESEHATAN,290,256,546
7/21/2021,3174031002,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,TENAGA KESEHATAN,148,127,275
7/21/2021,3174101002,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,TENAGA KESEHATAN,524,452,976
7/21/2021,3174011005,JAKARTA SELATAN,TEBET,BUKIT DURI,TENAGA KESEHATAN,244,213,457
7/21/2021,3174091003,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,TENAGA KESEHATAN,413,367,780
7/21/2021,3174081006,JAKARTA SELATAN,PANCORAN,CIKOKO,TENAGA KESEHATAN,122,102,224
7/21/2021,3174061001,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,TENAGA KESEHATAN,569,495,1064
7/21/2021,3174041003,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,TENAGA KESEHATAN,309,270,579
7/21/2021,3174091006,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,TENAGA KESEHATAN,397,335,732
7/21/2021,3174061005,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,TENAGA KESEHATAN,208,182,390
7/21/2021,3174071010,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,TENAGA KESEHATAN,242,204,446
7/21/2021,3174051003,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,TENAGA KESEHATAN,281,255,536
7/21/2021,3174081004,JAKARTA SELATAN,PANCORAN,DUREN TIGA,TENAGA KESEHATAN,241,211,452
7/21/2021,3174061004,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,TENAGA KESEHATAN,175,147,322
7/21/2021,3174071009,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,TENAGA KESEHATAN,319,275,594
7/21/2021,3174051005,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,TENAGA KESEHATAN,325,286,611
7/21/2021,3174051004,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,TENAGA KESEHATAN,276,246,522
7/21/2021,3174021007,JAKARTA SELATAN,SETIA BUDI,GUNTUR,TENAGA KESEHATAN,67,62,129
7/21/2021,3174071002,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,TENAGA KESEHATAN,132,111,243
7/21/2021,3174091001,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,TENAGA KESEHATAN,649,575,1224
7/21/2021,3174041002,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,TENAGA KESEHATAN,359,318,677
7/21/2021,3174081002,JAKARTA SELATAN,PANCORAN,KALIBATA,TENAGA KESEHATAN,307,262,569
7/21/2021,3174021004,JAKARTA SELATAN,SETIA BUDI,KARET,TENAGA KESEHATAN,54,48,102
7/21/2021,3174021003,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,TENAGA KESEHATAN,92,80,172
7/21/2021,3174021002,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,TENAGA KESEHATAN,25,21,46
7/21/2021,3174041007,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,TENAGA KESEHATAN,424,364,788
7/21/2021,3174051006,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,TENAGA KESEHATAN,382,325,707
7/21/2021,3174051001,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,TENAGA KESEHATAN,291,253,544
7/21/2021,3174011004,JAKARTA SELATAN,TEBET,KEBON BARU,TENAGA KESEHATAN,269,243,512
7/21/2021,3174071003,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,TENAGA KESEHATAN,148,128,276
7/21/2021,3174031005,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,TENAGA KESEHATAN,46,41,87
7/21/2021,3174021008,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,TENAGA KESEHATAN,68,64,132
7/21/2021,3174061002,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,TENAGA KESEHATAN,465,397,862
7/21/2021,3174091004,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,TENAGA KESEHATAN,477,417,894
7/21/2021,3174031001,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,TENAGA KESEHATAN,110,100,210
7/21/2021,3174011007,JAKARTA SELATAN,TEBET,MANGGARAI,TENAGA KESEHATAN,221,195,416
7/21/2021,3174011006,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,TENAGA KESEHATAN,217,194,411
7/21/2021,3174071001,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,TENAGA KESEHATAN,51,45,96
7/21/2021,3174021005,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,TENAGA KESEHATAN,185,158,343
7/21/2021,3174011003,JAKARTA SELATAN,TEBET,MENTENG DALAM,TENAGA KESEHATAN,297,254,551
7/21/2021,3174081001,JAKARTA SELATAN,PANCORAN,PANCORAN,TENAGA KESEHATAN,152,136,288
7/21/2021,3174021006,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,TENAGA KESEHATAN,160,148,308
7/21/2021,3174041001,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,TENAGA KESEHATAN,246,215,461
7/21/2021,3174041006,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,TENAGA KESEHATAN,373,332,705
7/21/2021,3174041005,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,TENAGA KESEHATAN,380,321,701
7/21/2021,3174031003,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,TENAGA KESEHATAN,300,262,562
7/21/2021,3174081005,JAKARTA SELATAN,PANCORAN,PENGADEGAN,TENAGA KESEHATAN,226,193,419
7/21/2021,3174101001,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,TENAGA KESEHATAN,281,250,531
7/21/2021,3174071008,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,TENAGA KESEHATAN,72,64,136
7/21/2021,3174101004,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,TENAGA KESEHATAN,253,213,466
7/21/2021,3174101003,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,TENAGA KESEHATAN,394,340,734
7/21/2021,3174061003,JAKARTA SELATAN,CILANDAK,PONDOK LABU,TENAGA KESEHATAN,618,530,1148
7/21/2021,3174051002,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,TENAGA KESEHATAN,651,577,1228
7/21/2021,3174071007,JAKARTA SELATAN,KEBAYORAN BARU,PULO,TENAGA KESEHATAN,77,70,147
7/21/2021,3174041004,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,TENAGA KESEHATAN,455,385,840
7/21/2021,3174071005,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,TENAGA KESEHATAN,69,62,131
7/21/2021,3174081003,JAKARTA SELATAN,PANCORAN,RAWA JATI,TENAGA KESEHATAN,221,184,405
7/21/2021,3174071004,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,TENAGA KESEHATAN,63,58,121
7/21/2021,3174071006,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,TENAGA KESEHATAN,27,21,48
7/21/2021,3174021001,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,TENAGA KESEHATAN,27,23,50
7/21/2021,3174091002,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,TENAGA KESEHATAN,676,591,1267
7/21/2021,3174091005,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,TENAGA KESEHATAN,375,329,704
7/21/2021,3174011002,JAKARTA SELATAN,TEBET,TEBET BARAT,TENAGA KESEHATAN,282,249,531
7/21/2021,3174011001,JAKARTA SELATAN,TEBET,TEBET TIMUR,TENAGA KESEHATAN,240,221,461
7/21/2021,3174031004,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,TENAGA KESEHATAN,219,185,404
7/21/2021,3174101005,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,TENAGA KESEHATAN,290,256,546
7/22/2021,3174031002,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,TENAGA KESEHATAN,149,127,276
7/22/2021,3174101002,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,TENAGA KESEHATAN,524,453,977
7/22/2021,3174011005,JAKARTA SELATAN,TEBET,BUKIT DURI,TENAGA KESEHATAN,243,213,456
7/22/2021,3174091003,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,TENAGA KESEHATAN,415,367,782
7/22/2021,3174081006,JAKARTA SELATAN,PANCORAN,CIKOKO,TENAGA KESEHATAN,122,102,224
7/22/2021,3174061001,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,TENAGA KESEHATAN,569,495,1064
7/22/2021,3174041003,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,TENAGA KESEHATAN,310,270,580
7/22/2021,3174091006,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,TENAGA KESEHATAN,397,336,733
7/22/2021,3174061005,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,TENAGA KESEHATAN,208,182,390
7/22/2021,3174071010,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,TENAGA KESEHATAN,243,204,447
7/22/2021,3174051003,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,TENAGA KESEHATAN,281,255,536
7/22/2021,3174081004,JAKARTA SELATAN,PANCORAN,DUREN TIGA,TENAGA KESEHATAN,241,211,452
7/22/2021,3174061004,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,TENAGA KESEHATAN,175,147,322
7/22/2021,3174071009,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,TENAGA KESEHATAN,319,276,595
7/22/2021,3174051005,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,TENAGA KESEHATAN,325,286,611
7/22/2021,3174051004,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,TENAGA KESEHATAN,278,246,524
7/22/2021,3174021007,JAKARTA SELATAN,SETIA BUDI,GUNTUR,TENAGA KESEHATAN,67,62,129
7/22/2021,3174071002,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,TENAGA KESEHATAN,132,111,243
7/22/2021,3174091001,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,TENAGA KESEHATAN,652,577,1229
7/22/2021,3174041002,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,TENAGA KESEHATAN,359,318,677
7/22/2021,3174081002,JAKARTA SELATAN,PANCORAN,KALIBATA,TENAGA KESEHATAN,308,262,570
7/22/2021,3174021004,JAKARTA SELATAN,SETIA BUDI,KARET,TENAGA KESEHATAN,54,48,102
7/22/2021,3174021003,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,TENAGA KESEHATAN,93,80,173
7/22/2021,3174021002,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,TENAGA KESEHATAN,25,21,46
7/22/2021,3174041007,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,TENAGA KESEHATAN,425,365,790
7/22/2021,3174051006,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,TENAGA KESEHATAN,383,325,708
7/22/2021,3174051001,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,TENAGA KESEHATAN,291,253,544
7/22/2021,3174011004,JAKARTA SELATAN,TEBET,KEBON BARU,TENAGA KESEHATAN,270,243,513
7/22/2021,3174071003,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,TENAGA KESEHATAN,149,129,278
7/22/2021,3174031005,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,TENAGA KESEHATAN,46,41,87
7/22/2021,3174021008,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,TENAGA KESEHATAN,68,65,133
7/22/2021,3174061002,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,TENAGA KESEHATAN,465,397,862
7/22/2021,3174091004,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,TENAGA KESEHATAN,476,418,894
7/22/2021,3174031001,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,TENAGA KESEHATAN,110,100,210
7/22/2021,3174011007,JAKARTA SELATAN,TEBET,MANGGARAI,TENAGA KESEHATAN,221,195,416
7/22/2021,3174011006,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,TENAGA KESEHATAN,217,194,411
7/22/2021,3174071001,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,TENAGA KESEHATAN,51,45,96
7/22/2021,3174021005,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,TENAGA KESEHATAN,185,158,343
7/22/2021,3174011003,JAKARTA SELATAN,TEBET,MENTENG DALAM,TENAGA KESEHATAN,297,254,551
7/22/2021,3174081001,JAKARTA SELATAN,PANCORAN,PANCORAN,TENAGA KESEHATAN,152,137,289
7/22/2021,3174021006,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,TENAGA KESEHATAN,160,148,308
7/22/2021,3174041001,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,TENAGA KESEHATAN,246,215,461
7/22/2021,3174041006,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,TENAGA KESEHATAN,373,333,706
7/22/2021,3174041005,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,TENAGA KESEHATAN,381,321,702
7/22/2021,3174031003,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,TENAGA KESEHATAN,300,262,562
7/22/2021,3174081005,JAKARTA SELATAN,PANCORAN,PENGADEGAN,TENAGA KESEHATAN,226,193,419
7/22/2021,3174101001,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,TENAGA KESEHATAN,281,250,531
7/22/2021,3174071008,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,TENAGA KESEHATAN,72,64,136
7/22/2021,3174101004,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,TENAGA KESEHATAN,255,214,469
7/22/2021,3174101003,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,TENAGA KESEHATAN,394,340,734
7/22/2021,3174061003,JAKARTA SELATAN,CILANDAK,PONDOK LABU,TENAGA KESEHATAN,619,532,1151
7/22/2021,3174051002,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,TENAGA KESEHATAN,654,577,1231
7/22/2021,3174071007,JAKARTA SELATAN,KEBAYORAN BARU,PULO,TENAGA KESEHATAN,77,70,147
7/22/2021,3174041004,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,TENAGA KESEHATAN,455,386,841
