tanggal,kode_kelurahan,wilayah_kota,kecamatan,kelurahan,penerima_vaksinasi,vaksin_dosis_1,vaksin_dosis_2,jumlah_vaksin
7/14/2021,3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,TENAGA KESEHATAN,225,203,428
7/14/2021,3173051006,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,TENAGA KESEHATAN,351,320,671
7/14/2021,3173051004,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,TENAGA KESEHATAN,213,180,393
7/14/2021,3173071005,JAKARTA BARAT,PALMERAH,KEMANGGISAN,TENAGA KESEHATAN,299,266,565
7/14/2021,3173081006,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,TENAGA KESEHATAN,294,259,553
7/14/2021,3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,TENAGA KESEHATAN,377,332,709
7/14/2021,3173041005,JAKARTA BARAT,TAMBORA,KERENDANG,TENAGA KESEHATAN,54,49,103
7/14/2021,3173071006,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,TENAGA KESEHATAN,186,160,346
7/14/2021,3173071003,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,TENAGA KESEHATAN,178,167,345
7/14/2021,3173031002,JAKARTA BARAT,TAMAN SARI,KRUKUT,TENAGA KESEHATAN,66,60,126
7/14/2021,3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,TENAGA KESEHATAN,45,41,86
7/14/2021,3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,TENAGA KESEHATAN,73,66,139
7/14/2021,3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,TENAGA KESEHATAN,251,221,472
7/14/2021,3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,TENAGA KESEHATAN,401,361,762
7/14/2021,3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,TENAGA KESEHATAN,498,425,923
7/14/2021,3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,TENAGA KESEHATAN,465,407,872
7/14/2021,3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,TENAGA KESEHATAN,80,76,156
7/14/2021,3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,TENAGA KESEHATAN,44,35,79
7/14/2021,3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,TENAGA KESEHATAN,334,291,625
7/14/2021,3173041010,JAKARTA BARAT,TAMBORA,ROA MALAKA,TENAGA KESEHATAN,14,11,25
7/14/2021,3173061002,JAKARTA BARAT,KALI DERES,SEMANAN,TENAGA KESEHATAN,316,277,593
7/14/2021,3173071002,JAKARTA BARAT,PALMERAH,SLIPI,TENAGA KESEHATAN,161,138,299
7/14/2021,3173081004,JAKARTA BARAT,KEMBANGAN,SRENGSENG,TENAGA KESEHATAN,359,324,683
7/14/2021,3173051003,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,TENAGA KESEHATAN,195,166,361
7/14/2021,3173051002,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,TENAGA KESEHATAN,218,191,409
7/14/2021,3173031001,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,TENAGA KESEHATAN,58,50,108
7/14/2021,3173041001,JAKARTA BARAT,TAMBORA,TAMBORA,TENAGA KESEHATAN,33,29,62
7/14/2021,3173041004,JAKARTA BARAT,TAMBORA,TANAH SEREAL,TENAGA KESEHATAN,69,63,132
7/14/2021,3173031004,JAKARTA BARAT,TAMAN SARI,TANGKI,TENAGA KESEHATAN,41,36,77
7/14/2021,3173021005,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,TENAGA KESEHATAN,265,235,500
7/14/2021,3173021002,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,TENAGA KESEHATAN,149,133,282
7/14/2021,3173061003,JAKARTA BARAT,KALI DERES,TEGAL ALUR,TENAGA KESEHATAN,440,401,841
7/14/2021,3173021003,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,TENAGA KESEHATAN,290,263,553
7/14/2021,3173021007,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,TENAGA KESEHATAN,200,178,378
7/15/2021,3173041007,JAKARTA BARAT,TAMBORA,ANGKE,TENAGA KESEHATAN,92,80,172
7/15/2021,3173011001,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,TENAGA KESEHATAN,418,362,780
7/15/2021,3173011006,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,TENAGA KESEHATAN,890,796,1686
7/15/2021,3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,TENAGA KESEHATAN,523,465,988
7/15/2021,3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,TENAGA KESEHATAN,485,437,922
7/15/2021,3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,TENAGA KESEHATAN,57,51,108
7/15/2021,3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,TENAGA KESEHATAN,42,34,76
7/15/2021,3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,TENAGA KESEHATAN,48,43,91
7/15/2021,3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,TENAGA KESEHATAN,151,139,290
7/15/2021,3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,TENAGA KESEHATAN,202,177,379
7/15/2021,3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,TENAGA KESEHATAN,273,238,511
7/15/2021,3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,TENAGA KESEHATAN,159,143,302
7/15/2021,3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,TENAGA KESEHATAN,81,76,157
7/15/2021,3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,TENAGA KESEHATAN,58,52,110
7/15/2021,3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,TENAGA KESEHATAN,317,284,601
7/15/2021,3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,TENAGA KESEHATAN,68,56,124
7/15/2021,3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,TENAGA KESEHATAN,523,466,989
7/15/2021,3173061004,JAKARTA BARAT,KALI DERES,KAMAL,TENAGA KESEHATAN,187,168,355
7/15/2021,3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,TENAGA KESEHATAN,655,577,1232
7/15/2021,3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,TENAGA KESEHATAN,66,60,126
7/15/2021,3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,TENAGA KESEHATAN,501,437,938
7/15/2021,3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,TENAGA KESEHATAN,205,187,392
7/15/2021,3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,TENAGA KESEHATAN,225,203,428
7/15/2021,3173051006,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,TENAGA KESEHATAN,351,320,671
7/15/2021,3173051004,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,TENAGA KESEHATAN,213,181,394
7/15/2021,3173071005,JAKARTA BARAT,PALMERAH,KEMANGGISAN,TENAGA KESEHATAN,299,266,565
7/15/2021,3173081006,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,TENAGA KESEHATAN,295,259,554
7/15/2021,3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,TENAGA KESEHATAN,377,332,709
7/15/2021,3173041005,JAKARTA BARAT,TAMBORA,KERENDANG,TENAGA KESEHATAN,54,49,103
7/15/2021,3173071006,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,TENAGA KESEHATAN,187,160,347
7/15/2021,3173071003,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,TENAGA KESEHATAN,178,167,345
7/15/2021,3173031002,JAKARTA BARAT,TAMAN SARI,KRUKUT,TENAGA KESEHATAN,66,60,126
7/15/2021,3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,TENAGA KESEHATAN,45,41,86
7/15/2021,3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,TENAGA KESEHATAN,73,66,139
7/15/2021,3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,TENAGA KESEHATAN,251,221,472
7/15/2021,3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,TENAGA KESEHATAN,401,362,763
7/15/2021,3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,TENAGA KESEHATAN,499,426,925
7/15/2021,3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,TENAGA KESEHATAN,465,407,872
7/15/2021,3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,TENAGA KESEHATAN,80,76,156
7/15/2021,3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,TENAGA KESEHATAN,44,35,79
7/15/2021,3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,TENAGA KESEHATAN,334,291,625
7/15/2021,3173041010,JAKARTA BARAT,TAMBORA,ROA MALAKA,TENAGA KESEHATAN,14,11,25
7/15/2021,3173061002,JAKARTA BARAT,KALI DERES,SEMANAN,TENAGA KESEHATAN,316,277,593
7/15/2021,3173071002,JAKARTA BARAT,PALMERAH,SLIPI,TENAGA KESEHATAN,161,138,299
7/15/2021,3173081004,JAKARTA BARAT,KEMBANGAN,SRENGSENG,TENAGA KESEHATAN,360,324,684
7/15/2021,3173051003,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,TENAGA KESEHATAN,195,167,362
7/15/2021,3173051002,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,TENAGA KESEHATAN,219,191,410
7/15/2021,3173031001,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,TENAGA KESEHATAN,58,50,108
7/15/2021,3173041001,JAKARTA BARAT,TAMBORA,TAMBORA,TENAGA KESEHATAN,34,29,63
7/15/2021,3173041004,JAKARTA BARAT,TAMBORA,TANAH SEREAL,TENAGA KESEHATAN,69,64,133
7/15/2021,3173031004,JAKARTA BARAT,TAMAN SARI,TANGKI,TENAGA KESEHATAN,41,36,77
7/15/2021,3173021005,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,TENAGA KESEHATAN,266,235,501
7/15/2021,3173021002,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,TENAGA KESEHATAN,149,133,282
7/15/2021,3173061003,JAKARTA BARAT,KALI DERES,TEGAL ALUR,TENAGA KESEHATAN,441,401,842
7/15/2021,3173021003,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,TENAGA KESEHATAN,292,263,555
7/15/2021,3173021007,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,TENAGA KESEHATAN,200,178,378
7/16/2021,3173041007,JAKARTA BARAT,TAMBORA,ANGKE,TENAGA KESEHATAN,92,80,172
7/16/2021,3173011001,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,TENAGA KESEHATAN,418,362,780
7/16/2021,3173011006,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,TENAGA KESEHATAN,892,796,1688
7/16/2021,3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,TENAGA KESEHATAN,523,466,989
7/16/2021,3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,TENAGA KESEHATAN,485,437,922
7/16/2021,3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,TENAGA KESEHATAN,57,51,108
7/16/2021,3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,TENAGA KESEHATAN,42,34,76
7/16/2021,3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,TENAGA KESEHATAN,48,43,91
7/16/2021,3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,TENAGA KESEHATAN,151,139,290
7/16/2021,3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,TENAGA KESEHATAN,202,178,380
7/16/2021,3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,TENAGA KESEHATAN,273,238,511
7/16/2021,3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,TENAGA KESEHATAN,159,143,302
7/16/2021,3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,TENAGA KESEHATAN,81,76,157
7/16/2021,3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,TENAGA KESEHATAN,58,52,110
7/16/2021,3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,TENAGA KESEHATAN,318,284,602
7/16/2021,3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,TENAGA KESEHATAN,68,56,124
7/16/2021,3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,TENAGA KESEHATAN,523,466,989
7/16/2021,3173061004,JAKARTA BARAT,KALI DERES,KAMAL,TENAGA KESEHATAN,189,168,357
7/16/2021,3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,TENAGA KESEHATAN,655,577,1232
7/16/2021,3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,TENAGA KESEHATAN,66,60,126
7/16/2021,3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,TENAGA KESEHATAN,503,437,940
7/16/2021,3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,TENAGA KESEHATAN,205,187,392
7/16/2021,3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,TENAGA KESEHATAN,226,203,429
7/16/2021,3173051006,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,TENAGA KESEHATAN,352,320,672
7/16/2021,3173051004,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,TENAGA KESEHATAN,213,181,394
7/16/2021,3173071005,JAKARTA BARAT,PALMERAH,KEMANGGISAN,TENAGA KESEHATAN,300,266,566
7/16/2021,3173081006,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,TENAGA KESEHATAN,297,259,556
7/16/2021,3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,TENAGA KESEHATAN,380,332,712
7/16/2021,3173041005,JAKARTA BARAT,TAMBORA,KERENDANG,TENAGA KESEHATAN,55,49,104
7/16/2021,3173071006,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,TENAGA KESEHATAN,187,160,347
7/16/2021,3173071003,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,TENAGA KESEHATAN,178,167,345
7/16/2021,3173031002,JAKARTA BARAT,TAMAN SARI,KRUKUT,TENAGA KESEHATAN,66,60,126
7/16/2021,3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,TENAGA KESEHATAN,45,41,86
7/16/2021,3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,TENAGA KESEHATAN,73,66,139
7/16/2021,3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,TENAGA KESEHATAN,251,221,472
7/16/2021,3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,TENAGA KESEHATAN,401,362,763
7/16/2021,3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,TENAGA KESEHATAN,500,426,926
7/16/2021,3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,TENAGA KESEHATAN,466,407,873
7/16/2021,3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,TENAGA KESEHATAN,80,76,156
7/16/2021,3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,TENAGA KESEHATAN,44,35,79
7/16/2021,3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,TENAGA KESEHATAN,334,291,625
7/16/2021,3173041010,JAKARTA BARAT,TAMBORA,ROA MALAKA,TENAGA KESEHATAN,14,11,25
7/16/2021,3173061002,JAKARTA BARAT,KALI DERES,SEMANAN,TENAGA KESEHATAN,316,277,593
7/16/2021,3173071002,JAKARTA BARAT,PALMERAH,SLIPI,TENAGA KESEHATAN,162,138,300
7/16/2021,3173081004,JAKARTA BARAT,KEMBANGAN,SRENGSENG,TENAGA KESEHATAN,360,324,684
7/16/2021,3173051003,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,TENAGA KESEHATAN,195,167,362
7/16/2021,3173051002,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,TENAGA KESEHATAN,219,191,410
7/16/2021,3173031001,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,TENAGA KESEHATAN,58,50,108
7/16/2021,3173041001,JAKARTA BARAT,TAMBORA,TAMBORA,TENAGA KESEHATAN,34,29,63
7/16/2021,3173041004,JAKARTA BARAT,TAMBORA,TANAH SEREAL,TENAGA KESEHATAN,69,64,133
7/16/2021,3173031004,JAKARTA BARAT,TAMAN SARI,TANGKI,TENAGA KESEHATAN,41,36,77
7/16/2021,3173021005,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,TENAGA KESEHATAN,267,235,502
7/16/2021,3173021002,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,TENAGA KESEHATAN,149,133,282
7/16/2021,3173061003,JAKARTA BARAT,KALI DERES,TEGAL ALUR,TENAGA KESEHATAN,442,401,843
7/16/2021,3173021003,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,TENAGA KESEHATAN,292,263,555
7/16/2021,3173021007,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,TENAGA KESEHATAN,201,179,380
7/17/2021,3173041007,JAKARTA BARAT,TAMBORA,ANGKE,TENAGA KESEHATAN,92,80,172
7/17/2021,3173011001,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,TENAGA KESEHATAN,419,362,781
7/17/2021,3173011006,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,TENAGA KESEHATAN,894,796,1690
7/17/2021,3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,TENAGA KESEHATAN,523,466,989
7/17/2021,3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,TENAGA KESEHATAN,485,437,922
7/17/2021,3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,TENAGA KESEHATAN,57,51,108
7/17/2021,3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,TENAGA KESEHATAN,42,34,76
7/17/2021,3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,TENAGA KESEHATAN,48,43,91
7/17/2021,3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,TENAGA KESEHATAN,151,139,290
7/17/2021,3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,TENAGA KESEHATAN,202,178,380
7/17/2021,3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,TENAGA KESEHATAN,273,238,511
7/17/2021,3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,TENAGA KESEHATAN,159,143,302
7/17/2021,3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,TENAGA KESEHATAN,82,76,158
7/17/2021,3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,TENAGA KESEHATAN,58,52,110
7/17/2021,3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,TENAGA KESEHATAN,319,284,603
7/17/2021,3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,TENAGA KESEHATAN,68,56,124
7/17/2021,3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,TENAGA KESEHATAN,524,466,990
7/17/2021,3173061004,JAKARTA BARAT,KALI DERES,KAMAL,TENAGA KESEHATAN,189,168,357
7/17/2021,3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,TENAGA KESEHATAN,655,578,1233
7/17/2021,3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,TENAGA KESEHATAN,66,60,126
7/17/2021,3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,TENAGA KESEHATAN,505,437,942
7/17/2021,3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,TENAGA KESEHATAN,205,188,393
7/17/2021,3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,TENAGA KESEHATAN,226,203,429
7/17/2021,3173051006,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,TENAGA KESEHATAN,353,320,673
7/17/2021,3173051004,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,TENAGA KESEHATAN,214,181,395
7/17/2021,3173071005,JAKARTA BARAT,PALMERAH,KEMANGGISAN,TENAGA KESEHATAN,301,268,569
7/17/2021,3173081006,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,TENAGA KESEHATAN,297,259,556
7/17/2021,3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,TENAGA KESEHATAN,380,332,712
7/17/2021,3173041005,JAKARTA BARAT,TAMBORA,KERENDANG,TENAGA KESEHATAN,55,49,104
7/17/2021,3173071006,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,TENAGA KESEHATAN,187,160,347
7/17/2021,3173071003,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,TENAGA KESEHATAN,178,167,345
7/17/2021,3173031002,JAKARTA BARAT,TAMAN SARI,KRUKUT,TENAGA KESEHATAN,66,60,126
7/17/2021,3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,TENAGA KESEHATAN,45,41,86
7/17/2021,3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,TENAGA KESEHATAN,73,66,139
7/17/2021,3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,TENAGA KESEHATAN,251,221,472
7/17/2021,3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,TENAGA KESEHATAN,401,363,764
7/17/2021,3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,TENAGA KESEHATAN,500,426,926
7/17/2021,3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,TENAGA KESEHATAN,467,407,874
7/17/2021,3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,TENAGA KESEHATAN,80,76,156
7/17/2021,3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,TENAGA KESEHATAN,44,35,79
7/17/2021,3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,TENAGA KESEHATAN,335,291,626
7/17/2021,3173041010,JAKARTA BARAT,TAMBORA,ROA MALAKA,TENAGA KESEHATAN,14,11,25
7/17/2021,3173061002,JAKARTA BARAT,KALI DERES,SEMANAN,TENAGA KESEHATAN,316,278,594
7/17/2021,3173071002,JAKARTA BARAT,PALMERAH,SLIPI,TENAGA KESEHATAN,162,138,300
7/17/2021,3173081004,JAKARTA BARAT,KEMBANGAN,SRENGSENG,TENAGA KESEHATAN,360,324,684
7/17/2021,3173051003,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,TENAGA KESEHATAN,196,168,364
7/17/2021,3173051002,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,TENAGA KESEHATAN,220,191,411
7/17/2021,3173031001,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,TENAGA KESEHATAN,58,50,108
7/17/2021,3173041001,JAKARTA BARAT,TAMBORA,TAMBORA,TENAGA KESEHATAN,34,29,63
7/17/2021,3173041004,JAKARTA BARAT,TAMBORA,TANAH SEREAL,TENAGA KESEHATAN,69,64,133
7/17/2021,3173031004,JAKARTA BARAT,TAMAN SARI,TANGKI,TENAGA KESEHATAN,41,36,77
7/17/2021,3173021005,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,TENAGA KESEHATAN,268,236,504
7/17/2021,3173021002,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,TENAGA KESEHATAN,149,133,282
7/17/2021,3173061003,JAKARTA BARAT,KALI DERES,TEGAL ALUR,TENAGA KESEHATAN,442,401,843
7/17/2021,3173021003,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,TENAGA KESEHATAN,294,263,557
7/17/2021,3173021007,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,TENAGA KESEHATAN,201,179,380
7/18/2021,3173041007,JAKARTA BARAT,TAMBORA,ANGKE,TENAGA KESEHATAN,91,79,170
7/18/2021,3173011001,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,TENAGA KESEHATAN,420,363,783
7/18/2021,3173011006,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,TENAGA KESEHATAN,897,798,1695
7/18/2021,3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,TENAGA KESEHATAN,526,469,995
7/18/2021,3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,TENAGA KESEHATAN,492,441,933
7/18/2021,3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,TENAGA KESEHATAN,58,51,109
7/18/2021,3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,TENAGA KESEHATAN,42,34,76
7/18/2021,3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,TENAGA KESEHATAN,48,43,91
7/18/2021,3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,TENAGA KESEHATAN,156,144,300
7/18/2021,3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,TENAGA KESEHATAN,204,180,384
7/18/2021,3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,TENAGA KESEHATAN,279,242,521
7/18/2021,3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,TENAGA KESEHATAN,159,143,302
7/18/2021,3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,TENAGA KESEHATAN,84,77,161
7/18/2021,3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,TENAGA KESEHATAN,58,52,110
7/18/2021,3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,TENAGA KESEHATAN,322,287,609
7/18/2021,3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,TENAGA KESEHATAN,68,56,124
7/18/2021,3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,TENAGA KESEHATAN,531,470,1001
7/18/2021,3173061004,JAKARTA BARAT,KALI DERES,KAMAL,TENAGA KESEHATAN,194,171,365
7/18/2021,3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,TENAGA KESEHATAN,666,585,1251
7/18/2021,3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,TENAGA KESEHATAN,68,61,129
7/18/2021,3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,TENAGA KESEHATAN,506,438,944
7/18/2021,3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,TENAGA KESEHATAN,210,193,403
7/18/2021,3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,TENAGA KESEHATAN,232,208,440
7/18/2021,3173051006,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,TENAGA KESEHATAN,355,321,676
7/18/2021,3173051004,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,TENAGA KESEHATAN,218,186,404
7/18/2021,3173071005,JAKARTA BARAT,PALMERAH,KEMANGGISAN,TENAGA KESEHATAN,303,269,572
7/18/2021,3173081006,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,TENAGA KESEHATAN,299,261,560
7/18/2021,3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,TENAGA KESEHATAN,384,334,718
